Team,Event,Name,Sex,NOC,Year,City,Sport,Medal
Georgia,Men's Greco-Roman 130kg,Iakobi Kajaia,M,GEO,2020,Tokyo,Wrestling,Silver
Georgia,"Wrestling Men's Light-Heavyweight, Greco-Roman",Mukhran Vakht'angadze,M,GEO,2000,Sydney,Wrestling,Bronze
Germany,Athletics Women's Hammer Throw,Kirsten (-klose-),F,GER,2000,Sydney,Athletics,Bronze
Germany,Cycling Men's Keirin,Jens Fiedler,M,GER,2000,Sydney,Cycling,Bronze
Germany,Cycling Women's Team Sprint,Kristina Vogel,F,GER,2012,London,Cycling,Gold
Germany,Diving Men's Synchronized Platform,Jan Hempel,M,GER,2000,Sydney,Diving,Bronze
Germany,Diving Men's Synchronized Springboard,Tobias Schellenberg,M,GER,2004,Athina,Diving,Silver
Germany,Dressage Team,Helen Langehanenberg,F,GER,2020,Tokyo,Equestrian,Gold
Germany,Lightweight Men's Double Sculls Team,Jason Osborne,M,GER,2020,Tokyo,Rowing,Silver
Germany,Men -90 kg,Eduard Trippel,M,GER,2020,Tokyo,Judo,Silver
Germany,Men's +92kg,Raman Tiafack,M,GER,2024,Paris,Boxing,Bronze
Germany,Men's Canoe,Sideris Tasiadis,M,GER,2020,Tokyo,Canoe Slalom,Bronze
Germany,Men's Canoe Double 1000m Team,Sebastian Brendel,M,GER,2020,Tokyo,Canoe Sprint,Bronze
Germany,Men's Eight Team,Laurits Follert,M,GER,2020,Tokyo,Rowing,Silver
Germany,Men's Greco-Roman 67kg,Frank Staebler,M,GER,2020,Tokyo,Wrestling,Bronze
Germany,Men's Greco-Roman 87kg,Maksymilian Kudla,M,GER,2020,Tokyo,Wrestling,Bronze
Germany,Men's Kayak,Hannes Aigner,M,GER,2020,Tokyo,Canoe Slalom,Bronze
Germany,Men's Kayak Double 1000m Team,Max Hoff,M,GER,2020,Tokyo,Canoe Sprint,Silver
Germany,Men's Kayak Double 500m,Max Lemke,M,GER,2024,Paris,Canoe Sprint,Gold
Germany,Men's Kayak Four 500m,Max Lemke,M,GER,2024,Paris,Canoe Sprint,Gold
Germany,Men's Kayak Four 500m Team,Max Lemke,M,GER,2020,Tokyo,Canoe Sprint,Gold
Germany,Men's Parallel Bars,Lukas Dauser,M,GER,2020,Tokyo,Artistic Gymnastics,Silver
Germany,Men's Skiff - 49er Team,Erik Heil,M,GER,2020,Tokyo,Sailing,Bronze
Germany,Men's Synchronised 3m Springboard Team,Patrick Hausding,M,GER,2020,Tokyo,Diving,Bronze
Germany,Men's Team,Timo Boll,M,GER,2020,Tokyo,Table Tennis,Silver
Germany,Mixed Multihull - Nacra 17 Foiling Team,Paul Kohlhoff,M,GER,2020,Tokyo,Sailing,Bronze
Germany,Mixed Team,Johannes Frey,M,GER,2020,Tokyo,Judo,Bronze
Germany,Sailing Women's Windsurfer,Amelie Lux,F,GER,2000,Sydney,Sailing,Silver
Germany,Shooting Women's Skeet,Christine Brinker-wenzel,F,GER,2008,Beijing,Shooting,Bronze
Germany,Swimming Men's 10 kilometres Open Water,Thomas Lurz,M,GER,2008,Beijing,Swimming,Bronze
Germany,Table Tennis Men's Team,Timo Boll,M,GER,2008,Beijing,Table Tennis,Silver
Germany,Taekwondo Men's Welterweight,Faissal Ebnoutalib,M,GER,2000,Sydney,Taekwondo,Silver
Germany,Women -78 kg,Anna-maria Wagner,F,GER,2020,Tokyo,Judo,Bronze
Germany,Women's 1500m Freestyle,Sarah Kohler,F,GER,2020,Tokyo,Swimming,Bronze
Germany,Women's 4 x 100m Relay,Alexandra Burghardt,F,GER,2024,Paris,Athletics,Bronze
Germany,Women's Canoe,Andrea Herzog,F,GER,2020,Tokyo,Canoe Slalom,Bronze
Germany,Women's Canoe Single,Elena Lilik,F,GER,2024,Paris,Canoe Slalom,Silver
Germany,Women's Discus Throw,Kristin Pudenz,F,GER,2020,Tokyo,Athletics,Silver
Germany,Women's Freestyle 76kg,Aline Rotter,F,GER,2020,Tokyo,Wrestling,Gold
Germany,Women's Kayak,Ricarda Funk,F,GER,2020,Tokyo,Canoe Slalom,Gold
Germany,Women's Kayak Double 500m,Marie Hake,F,GER,2024,Paris,Canoe Sprint,Bronze
Germany,Women's Kayak Four 500m,Sarah Bruessler,F,GER,2024,Paris,Canoe Sprint,Silver
Germany,Women's Quadruple Sculls,Pia Greiten,F,GER,2024,Paris,Rowing,Bronze
Germany,Women's Skiff - 49er  Team,Susann Beucke,F,GER,2020,Tokyo,Sailing,Silver
Germany,Women's Synchronised 3m Springboard Team,Lena Hentschel,F,GER,2020,Tokyo,Diving,Bronze
Germany,Women's Team Pursuit Team,Charlotte Becker,F,GER,2020,Tokyo,Cycling Track,Gold
Germany,Women's Team Sprint,Emma Hinze,F,GER,2024,Paris,Cycling Track,Bronze
Germany,Women's Team Sprint Team,Sophie Friedrich,F,GER,2020,Tokyo,Cycling Track,Silver
Ghana,Men's Feather (52-57kg),Samuel Takyi,M,GHA,2020,Tokyo,Boxing,Bronze
Great Britain,Boxing Women's Flyweight,Nicola Adams,F,GBR,2012,London,Boxing,Gold
Great Britain,"Canoeing Men's Kayak Doubles, 200 metres",Liam Heath,M,GBR,2012,London,Canoeing,Bronze
Great Britain,"Canoeing Men's Kayak Singles, 200 metres",Edward Mckeever,M,GBR,2012,London,Canoeing,Gold
Great Britain,Cycling Men's Omnium,Edward Clancy,M,GBR,2012,London,Cycling,Bronze
Great Britain,Cycling Men's Team Sprint,Christopher Hoy,M,GBR,2000,Sydney,Cycling,Silver
Great Britain,Cycling Women's Keirin,Victoria (-gardner),F,GBR,2012,London,Cycling,Gold
Great Britain,Cycling Women's Omnium,Laura (-kenny),F,GBR,2012,London,Cycling,Gold
Great Britain,Cycling Women's Team Pursuit,Danielle (-rowe),F,GBR,2012,London,Cycling,Gold
Great Britain,Dressage Individual,Charlotte Dujardin,F,GBR,2020,Tokyo,Equestrian,Bronze
Great Britain,Dressage Team,Charlotte Dujardin,F,GBR,2020,Tokyo,Equestrian,Bronze
Great Britain,Duet,Kate Shortman,F,GBR,2024,Paris,Artistic Swimming,Silver
Great Britain,Eventing Team,Rosalind Canter,F,GBR,2020,Tokyo,Equestrian,Gold
Great Britain,Lightweight Women's Double Sculls,Emily Craig,F,GBR,2024,Paris,Rowing,Gold
Great Britain,Men,Kye Whyte,M,GBR,2020,Tokyo,Cycling BMX Racing,Silver
Great Britain,Men -68kg,Bradly Sinden,M,GBR,2020,Tokyo,Taekwondo,Silver
Great Britain,Men's 100m Breaststroke,Adam Peaty,M,GBR,2020,Tokyo,Swimming,Gold
Great Britain,Men's 10m Platform,Thomas Daley,M,GBR,2020,Tokyo,Diving,Bronze
Great Britain,Men's 200m Backstroke,Luke Greenbank,M,GBR,2020,Tokyo,Swimming,Bronze
Great Britain,Men's 200m Freestyle,Tom Dean,M,GBR,2020,Tokyo,Swimming,Gold
Great Britain,Men's 4 x 100m Medley Relay Team,Luke Greenbank,M,GBR,2020,Tokyo,Swimming,Silver
Great Britain,Men's 4 x 100m Relay Team,Jona Efoloko,M,GBR,2020,Tokyo,Athletics,Silver
Great Britain,Men's 4 x 200m Freestyle Relay,Kieran Bird,M,GBR,2024,Paris,Swimming,Gold
Great Britain,Men's 4 x 200m Freestyle Relay Team,Tom Dean,M,GBR,2020,Tokyo,Swimming,Gold
Great Britain,Men's 71kg,Lewis Richardson,M,GBR,2024,Paris,Boxing,Bronze
Great Britain,Men's Canoe Single,Adam Burgess,M,GBR,2024,Paris,Canoe Slalom,Silver
Great Britain,Men's Cross-country,Thomas Pidcock,M,GBR,2020,Tokyo,Cycling Mountain Bike,Gold
Great Britain,Men's Eight,Morgan Bolding,M,GBR,2024,Paris,Rowing,Gold
Great Britain,Men's Eight Team,Josh Bugajski,M,GBR,2020,Tokyo,Rowing,Bronze
Great Britain,Men's Fly (48-52kg),Galal Yafai,M,GBR,2020,Tokyo,Boxing,Gold
Great Britain,Men's Four,Matt Aldridge,M,GBR,2024,Paris,Rowing,Bronze
Great Britain,Men's Kayak Single 200m,Liam Heath,M,GBR,2020,Tokyo,Canoe Sprint,Bronze
Great Britain,Men's Light Heavy (75-81kg),Benjamin Whittaker,M,GBR,2020,Tokyo,Boxing,Silver
Great Britain,Men's Madison Team,Ethan Hayter,M,GBR,2020,Tokyo,Cycling Track,Silver
Great Britain,Men's One Person Dinghy (Heavyweight) - Finn,Giles Scott,M,GBR,2020,Tokyo,Sailing,Gold
Great Britain,Men's Pair,Tom George,M,GBR,2024,Paris,Rowing,Silver
Great Britain,Men's Park,Declan Brooks,M,GBR,2020,Tokyo,Cycling BMX Freestyle,Bronze
Great Britain,Men's Quadruple Sculls Team,Tom Barras,M,GBR,2020,Tokyo,Rowing,Silver
Great Britain,Men's Skiff - 49er Team,Stuart Bithell,M,GBR,2020,Tokyo,Sailing,Gold
Great Britain,Men's Sprint,Jack Carlin,M,GBR,2020,Tokyo,Cycling Track,Bronze
Great Britain,Men's Super Heavy (+91kg),Frazer Clarke,M,GBR,2020,Tokyo,Boxing,Bronze
Great Britain,Men's Synchronised 10m Platform,Thomas Daley,M,GBR,2024,Paris,Diving,Silver
Great Britain,Men's Synchronised 10m Platform Team,Thomas Daley,M,GBR,2020,Tokyo,Diving,Gold
Great Britain,Men's Synchronised 3m Springboard,Anthony Harding,M,GBR,2024,Paris,Diving,Bronze
Great Britain,Men's Team Pursuit,Daniel Bigham,M,GBR,2024,Paris,Cycling Track,Silver
Great Britain,Men's Team Sprint,Jack Carlin,M,GBR,2024,Paris,Cycling Track,Silver
Great Britain,Men's Team Sprint Team,Jack Carlin,M,GBR,2020,Tokyo,Cycling Track,Silver
Great Britain,Men's Welter (63-69kg),McCORMACK Pat,M,GBR,2020,Tokyo,Boxing,Silver
Great Britain,Mixed 4 x 100m Medley Relay Team,Freya Anderson,F,GBR,2020,Tokyo,Swimming,Gold
Great Britain,Mixed Multihull - Nacra 17 Foiling Team,Anna Burnet,F,GBR,2020,Tokyo,Sailing,Silver
Great Britain,Mixed Relay Team,Jonathan Brownlee,M,GBR,2020,Tokyo,Triathlon,Gold
Great Britain,Modern Pentathlon Women's Individual,Katherine Allenby,F,GBR,2000,Sydney,Modern Pentathlon,Bronze
Great Britain,Rowing Women's Quadruple Sculls,Guinevere Batten,F,GBR,2000,Sydney,Rowing,Silver
Great Britain,Rugby Sevens Men's Rugby Sevens,Mark Bennett,M,GBR,2016,Rio de Janeiro,Rugby Sevens,Silver
Great Britain,Sailing Men's One Person Heavyweight Dinghy,Charles Ainslie,M,GBR,2012,London,Sailing,Gold
Great Britain,Sailing Mixed Skiff,Ian Barker,M,GBR,2000,Sydney,Sailing,Silver
Great Britain,Sailing Women's Three Person Keelboat,Sarah (-dempsey),F,GBR,2004,Athina,Sailing,Gold
Great Britain,Swimming Men's 10 kilometres Open Water,David Davies,M,GBR,2008,Beijing,Swimming,Silver
Great Britain,Swimming Women's 10 kilometres Open Water,Cassandra Patten,F,GBR,2008,Beijing,Swimming,Bronze
Great Britain,Taekwondo Women's Featherweight,Jade Jones,F,GBR,2012,London,Taekwondo,Gold
Great Britain,Trap Men,John Coward,M,GBR,2020,Tokyo,Shooting,Bronze
Great Britain,Women +67kg,Bianca Walkden,F,GBR,2020,Tokyo,Taekwondo,Bronze
Great Britain,Women -52 kg,Chelsie Giles,F,GBR,2020,Tokyo,Judo,Bronze
Great Britain,Women -67kg,Lauren Williams,F,GBR,2020,Tokyo,Taekwondo,Silver
Great Britain,Women's +81kg,Emily Campbell,F,GBR,2024,Paris,Weightlifting,Bronze
Great Britain,Women's +87kg,Jade Campbell,F,GBR,2020,Tokyo,Weightlifting,Silver
Great Britain,Women's 1500m,Laura Muir,F,GBR,2020,Tokyo,Athletics,Silver
Great Britain,Women's 4 x 100m Relay,Dina Asher-smith,F,GBR,2024,Paris,Athletics,Silver
Great Britain,Women's 4 x 100m Relay Team,Dina Asher-smith,F,GBR,2020,Tokyo,Athletics,Bronze
Great Britain,Women's 4 x 400m Relay,Amber Anning,F,GBR,2024,Paris,Athletics,Bronze
Great Britain,Women's Canoe,Mallory Franklin,F,GBR,2020,Tokyo,Canoe Slalom,Silver
Great Britain,Women's Double Sculls,Mathilda Hodgkins,F,GBR,2024,Paris,Rowing,Bronze
Great Britain,Women's Eight,Annie Campbell-orde,F,GBR,2024,Paris,Rowing,Bronze
Great Britain,Women's Feather (54-57kg),Karriss Artingstall,F,GBR,2020,Tokyo,Boxing,Bronze
Great Britain,Women's Four,Helen Glover,F,GBR,2024,Paris,Rowing,Silver
Great Britain,Women's Kayak Single,Kimberley Woods,F,GBR,2024,Paris,Canoe Slalom,Bronze
Great Britain,Women's Kite,Eleanor Aldridge,F,GBR,2024,Paris,Sailing,Gold
Great Britain,Women's Madison Team,Katie Archibald,F,GBR,2020,Tokyo,Cycling Track,Gold
Great Britain,Women's Middle (69-75kg),Lauren Price,F,GBR,2020,Tokyo,Boxing,Gold
Great Britain,Women's Park,Sky Brown,F,GBR,2020,Tokyo,Skateboarding,Bronze
Great Britain,Women's Pole Vault,Holly Bradshaw,F,GBR,2020,Tokyo,Athletics,Bronze
Great Britain,Women's Quadruple Sculls,Lola Anderson,F,GBR,2024,Paris,Rowing,Gold
Great Britain,Women's Synchronised 10m Platform,Andrea Spendolini,F,GBR,2024,Paris,Diving,Bronze
Great Britain,Women's Synchronised 3m Springboard,Yasmin Harper,F,GBR,2024,Paris,Diving,Bronze
Great Britain,Women's Team Pursuit,Elinor Barker,F,GBR,2024,Paris,Cycling Track,Bronze
Great Britain,Women's Team Pursuit Team,Katie Archibald,F,GBR,2020,Tokyo,Cycling Track,Silver
Great Britain,Women's Team Sprint,Sophie Capewell,F,GBR,2024,Paris,Cycling Track,Gold
Great Britain,Women's Two Person Dinghy - 470 Team,McINTYRE Eilidh,F,GBR,2020,Tokyo,Sailing,Gold
Great Britain,Women's Windsurfer - RS:X,Emma Wilson,F,GBR,2020,Tokyo,Sailing,Bronze
Great Britain,Women's Windsurfing,Emma Wilson,F,GBR,2024,Paris,Sailing,Bronze
Greece,Diving Men's Synchronized Springboard,Thomas Bimis,M,GRE,2004,Athina,Diving,Gold
Greece,Judo Men's Half-Middleweight,Ilias Iliadis,M,GRE,2004,Athina,Judo,Gold
Greece,Lightweight Men's Double Sculls,Antonios Papakonstantinou,M,GRE,2024,Paris,Rowing,Bronze
Greece,Lightweight Women's Double Sculls,Dimitra Kontou,F,GRE,2024,Paris,Rowing,Bronze
Greece,Men -90 kg,Theodoros Tselidis,M,GRE,2024,Paris,Judo,Bronze
Greece,Men Team,Stylianos Argyropoulos,M,GRE,2020,Tokyo,Water Polo,Silver
Greece,Men's 200m Backstroke,Apostolos Christou,M,GRE,2024,Paris,Swimming,Silver
Greece,Men's Freestyle 86kg,Dauren Kurugliev,M,GRE,2024,Paris,Wrestling,Bronze
Greece,Men's Long Jump,Miltiadis Tentoglou,M,GRE,2020,Tokyo,Athletics,Gold
Greece,Men's Rings,Eleftherios Petrounias,M,GRE,2020,Tokyo,Artistic Gymnastics,Bronze
Greece,Men's Single Sculls,Stefanos Ntouskos,M,GRE,2020,Tokyo,Rowing,Gold
Greece,Rhythmic Gymnastics Women's Group,Eirini Andili,F,GRE,2000,Sydney,Rhythmic Gymnastics,Bronze
Greece,Taekwondo Men's Flyweight,Mikhail Mouroutsos,M,GRE,2000,Sydney,Taekwondo,Gold
Greece,Taekwondo Women's Welterweight,Elisavet Mystakidou,F,GRE,2004,Athina,Taekwondo,Silver
Greece,Water Polo Women's Water Polo,Dimitra Asilian,F,GRE,2004,Athina,Water Polo,Silver
Greece,Weightlifting Women's Middleweight,Ioanna Khatziioannou,F,GRE,2000,Sydney,Weightlifting,Bronze
Grenada,Men's 400m,Kirani James,M,GRN,2020,Tokyo,Athletics,Bronze
Guatemala,Trap Men,Pierre Brol,M,GUA,2024,Paris,Shooting,Bronze
Hong Kong,Cycling Women's Keirin,Lee Sze,F,HKG,2012,London,Cycling,Bronze
"Hong Kong, China",Men's Foil Individual,Long Cheung,M,HKG,2020,Tokyo,Fencing,Gold
"Hong Kong, China",Women's 100m Freestyle,Bernadette Haughey,F,HKG,2020,Tokyo,Swimming,Silver
"Hong Kong, China",Women's 200m Freestyle,Bernadette Haughey,F,HKG,2020,Tokyo,Swimming,Silver
"Hong Kong, China",Women's Kata,Grace Lau,F,HKG,2020,Tokyo,Karate,Bronze
"Hong Kong, China",Women's Team,Kem Doo,F,HKG,2020,Tokyo,Table Tennis,Bronze
Hungary,"Canoeing Women's Kayak Singles, 200 metres",Natasa Douchev-janics,F,HUN,2012,London,Canoeing,Bronze
Hungary,Men -90 kg,Krisztian Toth,M,HUN,2020,Tokyo,Judo,Bronze
Hungary,Men Team,Daniel Angyal,M,HUN,2020,Tokyo,Water Polo,Bronze
Hungary,Men's 100m Butterfly,Kristof Milak,M,HUN,2020,Tokyo,Swimming,Silver
Hungary,Men's 10km,Kristof Rasovszky,M,HUN,2020,Tokyo,Marathon Swimming,Silver
Hungary,Men's Greco-Roman 77kg,Tamas Lorincz,M,HUN,2020,Tokyo,Wrestling,Gold
Hungary,Men's Greco-Roman 87kg,Viktor Lorincz,M,HUN,2020,Tokyo,Wrestling,Silver
Hungary,Men's Kayak Single 1000m,Balint Kopasz,M,HUN,2020,Tokyo,Canoe Sprint,Gold
Hungary,Men's Kumite -75kg,Gabor Harspataki,M,HUN,2020,Tokyo,Karate,Bronze
Hungary,Men's One Person Dinghy (Heavyweight) - Finn,Zsombor Berecz,M,HUN,2020,Tokyo,Sailing,Silver
Hungary,Men's Sabre Team,Tamas Decsi,M,HUN,2020,Tokyo,Fencing,Bronze
Hungary,Men's Г‰pГ©e Individual,Gergely Siklosi,M,HUN,2020,Tokyo,Fencing,Silver
Hungary,Men's Г‰pГ©e Team,Tibor Andrasfi,M,HUN,2024,Paris,Fencing,Gold
Hungary,Shooting Women's Skeet,Dina Igaly,F,HUN,2000,Sydney,Shooting,Bronze
Hungary,Swimming Women's 10 kilometres Open Water,va Risztov,F,HUN,2012,London,Swimming,Gold
Hungary,Weightlifting Women's Light-Heavyweight,Erzsbet Mrkus-peresztegi,F,HUN,2000,Sydney,Weightlifting,Silver
Hungary,Women -67kg,Viviana Marton,F,HUN,2024,Paris,Taekwondo,Gold
Hungary,Women's Kayak Double 500m,Tamara Csipes,F,HUN,2024,Paris,Canoe Sprint,Silver
Hungary,Women's Kayak Double 500m Team,Dora Bodonyi,F,HUN,2020,Tokyo,Canoe Sprint,Bronze
Hungary,Women's Kayak Four 500m,Tamara Csipes,F,HUN,2024,Paris,Canoe Sprint,Bronze
Hungary,Women's Kayak Four 500m Team,Dora Bodonyi,F,HUN,2020,Tokyo,Canoe Sprint,Gold
Hungary,Women's Kayak Single 500m,Tamara Csipes,F,HUN,2020,Tokyo,Canoe Sprint,Silver
Hungary,Women's Г‰pГ©e Individual,Eszter Muhari,F,HUN,2024,Paris,Fencing,Bronze
IR Iran,Men +80kg,Arian Salimi,M,IRI,2024,Paris,Taekwondo,Gold
IR Iran,Men -80kg,Mehran Barkhordari,M,IRI,2024,Paris,Taekwondo,Silver
IR Iran,Men's Freestyle 125kg,Hossein Zare,M,IRI,2024,Paris,Wrestling,Silver
IR Iran,Men's Freestyle 65kg,Rahman Amouzadkhalili,M,IRI,2024,Paris,Wrestling,Silver
IR Iran,Men's Freestyle 86kg,Hassan Yazdanicharati,M,IRI,2024,Paris,Wrestling,Silver
IR Iran,Men's Freestyle 97kg,Amirali Azarpira,M,IRI,2024,Paris,Wrestling,Bronze
IR Iran,Men's Greco-Roman 130kg,Amin Mirzazadeh,M,IRI,2024,Paris,Wrestling,Bronze
IR Iran,Men's Greco-Roman 67kg,Saeid Esmaeili,M,IRI,2024,Paris,Wrestling,Gold
IR Iran,Men's Greco-Roman 87kg,Alireza Mohmadipiani,M,IRI,2024,Paris,Wrestling,Silver
IR Iran,Men's Greco-Roman 97kg,Mohammadhadi Saravi,M,IRI,2024,Paris,Wrestling,Gold
IR Iran,Women -49kg,Mobina Nematzadeh,F,IRI,2024,Paris,Taekwondo,Bronze
IR Iran,Women -57kg,Nahid Kiyanichandeh,F,IRI,2024,Paris,Taekwondo,Silver
India,Boxing Women's Flyweight,Mangte Kom,F,IND,2012,London,Boxing,Bronze
India,Men,Sreejesh Parattu,M,IND,2024,Paris,Hockey,Bronze
India,Men Team,Surender Kumar,M,IND,2020,Tokyo,Hockey,Bronze
India,Men's Freestyle 57kg,Kumar Ravi,M,IND,2020,Tokyo,Wrestling,Silver
India,Men's Freestyle 65kg,Bajrang Bajrang,M,IND,2020,Tokyo,Wrestling,Bronze
India,Men's Javelin Throw,Neeraj Chopra,M,IND,2020,Tokyo,Athletics,Gold
India,Shooting Men's Double Trap,Rajyavardhan Rathore,M,IND,2004,Athina,Shooting,Silver
India,Weightlifting Women's Light-Heavyweight,Karnam Malleswari,F,IND,2000,Sydney,Weightlifting,Bronze
India,Women's 49kg,Saikhom Mirabai,F,IND,2020,Tokyo,Weightlifting,Silver
India,Women's Welter (64-69kg),Lovlina Borgohain,F,IND,2020,Tokyo,Boxing,Bronze
Individual Olympic Athletes,Shooting Men's Skeet,Abdullah Al-rashidi,M,IOA,2016,Rio de Janeiro,Shooting,Bronze
Indonesia,Men's 61kg,Yuli Irawan,M,INA,2020,Tokyo,Weightlifting,Silver
Indonesia,Men's 73kg,Erwin Abdullah,M,INA,2020,Tokyo,Weightlifting,Bronze
Indonesia,Men's Speed,Veddriq Leonardo,M,INA,2024,Paris,Sport Climbing,Gold
Indonesia,Weightlifting Women's Featherweight,Winarni Slamet,F,INA,2000,Sydney,Weightlifting,Bronze
Indonesia,Weightlifting Women's Flyweight,Sri Indriyani,F,INA,2000,Sydney,Weightlifting,Bronze
Indonesia,Women's 49kg,Cantika Aisah,F,INA,2020,Tokyo,Weightlifting,Bronze
Indonesia,Women's Doubles Team,Greysia Polii,F,INA,2020,Tokyo,Badminton,Gold
Iran,10m Air Pistol Men,Javad Foroughi,M,IRI,2020,Tokyo,Shooting,Gold
Iran,Men's +109kg,Ali Davoudi,M,IRI,2020,Tokyo,Weightlifting,Silver
Iran,Men's Freestyle 125kg,Hossein Zare,M,IRI,2020,Tokyo,Wrestling,Bronze
Iran,Men's Freestyle 86kg,Hassan Yazdanicharati,M,IRI,2020,Tokyo,Wrestling,Silver
Iran,Men's Greco-Roman 67kg,Mohammadreza Geraei,M,IRI,2020,Tokyo,Wrestling,Gold
Iran,Men's Greco-Roman 97kg,Mohammadhadi Saravi,M,IRI,2020,Tokyo,Wrestling,Bronze
Iran,Men's Kumite +75kg,Sajad Ganjzadeh,M,IRI,2020,Tokyo,Karate,Gold
Iran,Taekwondo Men's Featherweight,Hadi Bonehkohal,M,IRI,2000,Sydney,Taekwondo,Bronze
Iran,Taekwondo Women's Featherweight,Kimia Zenoorin,F,IRI,2016,Rio de Janeiro,Taekwondo,Bronze
Iran,Weightlifting Men's Super-Heavyweight,Hossein Zadeh,M,IRI,2000,Sydney,Weightlifting,Gold
Ireland,Boxing Women's Lightweight,Kathleen Taylor,F,IRL,2012,London,Boxing,Gold
Ireland,Lightweight Men's Double Sculls,Mc Fintan,M,IRL,2024,Paris,Rowing,Gold
Ireland,Lightweight Men's Double Sculls Team,Mc Fintan,M,IRL,2020,Tokyo,Rowing,Gold
Ireland,Men's Double Sculls,Phili Doyle,M,IRL,2024,Paris,Rowing,Bronze
Ireland,Men's Welter (63-69kg),Aidan Walsh,M,IRL,2020,Tokyo,Boxing,Bronze
Ireland,Women's 60kg,Kellie Harrington,F,IRL,2024,Paris,Boxing,Gold
Ireland,Women's Four Team,Emily Hegarty,F,IRL,2020,Tokyo,Rowing,Bronze
Ireland,Women's Light (57-60kg),Anne Harrington,F,IRL,2020,Tokyo,Boxing,Gold
Israel,Group All-Around,Shani Bakanov,F,ISR,2024,Paris,Rhythmic Gymnastics,Silver
Israel,Individual All-Around,Linoy Ashram,F,ISR,2020,Tokyo,Rhythmic Gymnastics,Gold
Israel,Judo Men's Heavyweight,Or Sasson,M,ISR,2016,Rio de Janeiro,Judo,Bronze
Israel,Men's Floor Exercise,Artem Dolgopyat,M,ISR,2020,Tokyo,Artistic Gymnastics,Gold
Israel,Men's Windsurfing,Tom Reuveny,M,ISR,2024,Paris,Sailing,Gold
Israel,Mixed Team,Tohar Butbul,M,ISR,2020,Tokyo,Judo,Bronze
Israel,Women -49kg,Abishag Semberg,F,ISR,2020,Tokyo,Taekwondo,Bronze
Israel,Women's Windsurfing,Sharon Kantor,F,ISR,2024,Paris,Sailing,Silver
Italy,Cycling Men's Madison,Silvio Martinello,M,ITA,2000,Sydney,Cycling,Bronze
Italy,Group All-Around,Alessia Maurelli,F,ITA,2024,Paris,Rhythmic Gymnastics,Bronze
Italy,Group All-Around Team,Martina Centofanti,F,ITA,2020,Tokyo,Rhythmic Gymnastics,Bronze
Italy,Lightweight Men's Double Sculls,Stefano Oppo,M,ITA,2024,Paris,Rowing,Silver
Italy,Lightweight Men's Double Sculls Team,Stefano Oppo,M,ITA,2020,Tokyo,Rowing,Bronze
Italy,Lightweight Women's Double Sculls Team,Federica Cesarini,F,ITA,2020,Tokyo,Rowing,Gold
Italy,Men -58kg,Vito Dell'aquila,M,ITA,2020,Tokyo,Taekwondo,Gold
Italy,Men's 100m,Marcell Jacobs,M,ITA,2020,Tokyo,Athletics,Gold
Italy,Men's 100m Breaststroke,Nicolo Martinenghi,M,ITA,2020,Tokyo,Swimming,Bronze
Italy,Men's 10km,Gregorio Paltrinieri,M,ITA,2020,Tokyo,Marathon Swimming,Bronze
Italy,Men's 200m Butterfly,Federico Burdisso,M,ITA,2020,Tokyo,Swimming,Bronze
Italy,Men's 4 x 100m Freestyle Relay,Manuel Frigo,M,ITA,2024,Paris,Swimming,Bronze
Italy,Men's 4 x 100m Freestyle Relay Team,Thomas Ceccon,M,ITA,2020,Tokyo,Swimming,Silver
Italy,Men's 4 x 100m Medley Relay Team,Federico Burdisso,M,ITA,2020,Tokyo,Swimming,Bronze
Italy,Men's 4 x 100m Relay Team,Fostine Desalu,M,ITA,2020,Tokyo,Athletics,Gold
Italy,Men's 67kg,Mirko Zanni,M,ITA,2020,Tokyo,Weightlifting,Bronze
Italy,Men's 81kg,Antonino Pizzolato,M,ITA,2020,Tokyo,Weightlifting,Bronze
Italy,Men's 89kg,Antonino Pizzolato,M,ITA,2024,Paris,Weightlifting,Bronze
Italy,Men's Canoe Double 500m,Carlo Tacchini,M,ITA,2024,Paris,Canoe Sprint,Silver
Italy,Men's Four Team,Matteo Castaldo,M,ITA,2020,Tokyo,Rowing,Bronze
Italy,Men's Freestyle 97kg,Jesus Conyedo,M,ITA,2020,Tokyo,Wrestling,Bronze
Italy,Men's Individual,Mauro Nespoli,M,ITA,2020,Tokyo,Archery,Silver
Italy,Men's Kayak Single,de Giovanni,M,ITA,2024,Paris,Canoe Slalom,Gold
Italy,Men's Kayak Single 200m,Manfredi Rizza,M,ITA,2020,Tokyo,Canoe Sprint,Silver
Italy,Men's Kumite -75kg,Luigi Busa,M,ITA,2020,Tokyo,Karate,Gold
Italy,Men's Madison,Simone Consonni,M,ITA,2024,Paris,Cycling Track,Silver
Italy,Men's Quadruple Sculls,Luca Chiumento,M,ITA,2024,Paris,Rowing,Silver
Italy,Men's Sabre Team,Enrico Berre',M,ITA,2020,Tokyo,Fencing,Silver
Italy,Men's Team Pursuit,Francesco Lamon,M,ITA,2024,Paris,Cycling Track,Bronze
Italy,Men's Team Pursuit Team,Liam Bertazzo,M,ITA,2020,Tokyo,Cycling Track,Gold
Italy,Mixed Multihull,Marianna Banti,F,ITA,2024,Paris,Sailing,Gold
Italy,Mixed Multihull - Nacra 17 Foiling Team,Caterina Banti,F,ITA,2020,Tokyo,Sailing,Gold
